Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Predicted Damage,Rank
714,Ele.4,Day,115,SMG,Suomi,100,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Red Dot (5-Star),6462,581,28
714,Ele.4,Day,20001,HG,SAA Mod,120,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),4220,580,29
714,Ele.4,Day,20057,AR,ST AR-15 Mod,120,100,0,10,10,Optical (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),6561,574,30
714,Ele.4,Day,20060,AR,AS Val Mod,120,200,1,10,10,EOT (Holographic) (5-Star),Sp. Eq (Exclusive) (5-Star),Chip (Body) (5-Star),6524,570,31
714,Ele.4,Day,20012,HG,C96 Mod,120,100,0,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),4145,569,32
714,Ele.4,Day,13,HG,Type92,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3444,568,33
714,Ele.4,Day,62,AR,Gr G41,100,150,1,10,0,Optical (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6486,567,34
714,Ele.4,Day,138,AR,6P62,100,150,1,10,0,Red Dot (5-Star),AP (Ammo) (5-Star),Chip (Body) (5-Star),6481,567,35
714,Ele.4,Day,20064,AR,Gr G36 Mod,120,200,1,10,10,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6458,565,36
714,Ele.4,Day,10,HG,PPK,100,150,1,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3420,564,37
714,Ele.4,Day,20143,SMG,RO635 Mod,120,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Red Dot (5-Star),7532,564,38
714,Ele.4,Day,206,AR,AK-12,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6446,564,39
714,Ele.4,Day,1027,AR,Angelica,100,150,1,10,0,Optical (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6410,560,40
714,Ele.4,Day,118,AR,9A-91,100,150,1,10,0,Optical (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6383,558,41
714,Ele.4,Day,1032,AR,Medusa,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6386,558,42
714,Ele.4,Day,205,AR,AN-94,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6371,557,43
714,Ele.4,Day,20026,SMG,Gr MP5 Mod,120,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7423,556,44
714,Ele.4,Day,318,AR,VHS,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6354,555,45
714,Ele.4,Day,20032,SMG,Micro Uzi Mod,120,200,1,10,10,Chip (Body) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7397,554,46
714,Ele.4,Day,62,AR,Gr G41,100,100,0,10,0,Optical (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6339,554,47
714,Ele.4,Day,293,AR,AK-15,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6326,553,48
714,Ele.4,Day,138,AR,6P62,100,100,0,10,0,Red Dot (5-Star),AP (Ammo) (5-Star),Chip (Body) (5-Star),6326,553,49
714,Ele.4,Day,20061,AR,StG44 Mod,120,200,1,10,10,Red Dot (5-Star),Sp. Eq (Exclusive) (5-Star),Chip (Body) (5-Star),6306,551,50
714,Ele.4,Day,20101,SMG,UMP9 Mod,120,200,1,10,10,Chip (Body) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7356,551,51
714,Ele.4,Day,328,SMG,AR-57,100,150,1,10,0,Chip (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (5-Star),6124,551,52
714,Ele.4,Day,20001,HG,SAA Mod,120,100,0,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),4010,551,53
714,Ele.4,Day,13,HG,Type92,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3340,551,54
714,Ele.4,Day,166,HG,CZ75,100,150,1,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),4001,550,55
714,Ele.4,Day,306,AR,AK-Alfa,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6277,549,56
714,Ele.4,Day,10,HG,PPK,100,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3333,549,57
714,Ele.4,Day,233,HG,Px4 Storm,100,150,1,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3986,548,58
714,Ele.4,Day,242,HG,P22,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3992,548,59
714,Ele.4,Day,313,AR,S-ACR,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6252,547,60
714,Ele.4,Day,126,HG,NZ75,100,150,1,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3973,546,61
714,Ele.4,Day,206,AR,AK-12,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6249,546,62
714,Ele.4,Day,73,AR,AUG,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6236,545,63
714,Ele.4,Day,96,HG,Grizzly,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),3967,545,64
714,Ele.4,Day,338,AR,SIG MCX,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6231,545,65
714,Ele.4,Day,243,AR,64 Shiki,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6228,544,66
714,Ele.4,Day,289,AR,R5,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6224,544,67
714,Ele.4,Day,290,AR,89 Shiki,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6223,544,68
714,Ele.4,Day,20005,HG,M1895 Mod,120,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3953,543,69
714,Ele.4,Day,250,HG,HS2000,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3954,543,70
714,Ele.4,Day,274,AR,ACR,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6217,543,71
714,Ele.4,Day,20060,AR,AS Val Mod,120,100,0,10,10,EOT (Holographic) (5-Star),Sp. Eq (Exclusive) (5-Star),Chip (Body) (5-Star),6217,543,72
714,Ele.4,Day,118,AR,9A-91,100,100,0,10,0,Optical (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6206,543,73
714,Ele.4,Day,1027,AR,Angelica,100,100,0,10,0,Optical (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6211,543,74
714,Ele.4,Day,1032,AR,Medusa,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6206,543,75
714,Ele.4,Day,20002,HG,M1911 Mod,120,200,1,10,10,RMR (Auxiliary Sight) (5-Star),Sp. Eq (Exclusive) (5-Star),X Exo (Body) (5-Star),3944,542,76
714,Ele.4,Day,294,HG,Webley,100,150,1,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3945,542,77
714,Ele.4,Day,205,AR,AN-94,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6193,541,78
714,Ele.4,Day,260,HG,PA-15,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3924,539,79
714,Ele.4,Day,285,HG,C-93,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3925,539,80
714,Ele.4,Day,1017,HG,Jill Stingray,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3922,539,81
714,Ele.4,Day,318,AR,VHS,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6167,539,82
714,Ele.4,Day,27,SMG,Skorpion,100,150,1,10,0,Chip (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (5-Star),5986,538,83
714,Ele.4,Day,72,AR,TAR-21,100,150,1,10,0,Optical (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6149,538,84
714,Ele.4,Day,1001,HG,Noel,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3917,538,85
714,Ele.4,Day,20143,SMG,RO635 Mod,120,100,0,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Red Dot (5-Star),7175,538,86
714,Ele.4,Day,236,AR,K11,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6145,537,87
714,Ele.4,Day,272,HG,Desert Eagle,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3906,537,88
714,Ele.4,Day,303,HG,HP-35,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3906,537,89
714,Ele.4,Day,1018,HG,Sei Asagiri,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),3911,537,90
714,Ele.4,Day,20064,AR,Gr G36 Mod,120,100,0,10,10,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6138,537,91
714,Ele.4,Day,242,HG,P22,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3902,536,92
714,Ele.4,Day,293,AR,AK-15,100,100,0,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6134,536,93
714,Ele.4,Day,328,SMG,AR-57,100,100,0,10,0,Chip (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (5-Star),5964,536,94
714,Ele.4,Day,20091,HG,MP-446 Mod,120,200,1,10,10,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3894,535,95
714,Ele.4,Day,20071,AR,Galil Mod,120,200,1,10,10,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6105,534,96
714,Ele.4,Day,215,AR,MDR,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6111,534,97
714,Ele.4,Day,20026,SMG,Gr MP5 Mod,120,100,0,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7121,534,98
714,Ele.4,Day,166,HG,CZ75,100,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3884,534,99
714,Ele.4,Day,114,HG,Welrod MkⅡ,100,150,1,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3883,533,100
714,Ele.4,Day,142,HG,Five-seven,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3880,533,101
714,Ele.4,Day,313,AR,S-ACR,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6101,533,102
714,Ele.4,Day,214,AR,ADS,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6080,532,103
714,Ele.4,Day,233,HG,Px4 Storm,100,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3872,532,104
714,Ele.4,Day,338,AR,SIG MCX,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6080,532,105
714,Ele.4,Day,4,HG,Python,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3867,531,106
714,Ele.4,Day,20032,SMG,Micro Uzi Mod,120,100,0,10,10,Chip (Body) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7087,531,107
714,Ele.4,Day,96,HG,Grizzly,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),3864,531,108
714,Ele.4,Day,306,AR,AK-Alfa,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6078,531,109
714,Ele.4,Day,194,AR,K2,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6059,530,110
714,Ele.4,Day,243,AR,64 Shiki,100,100,0,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6063,530,111
714,Ele.4,Day,294,HG,Webley,100,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3859,530,112
714,Ele.4,Day,171,AR,Ribeyrolles,100,150,1,10,0,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6046,529,113
714,Ele.4,Day,172,AR,Am RFB,100,150,1,10,0,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6054,529,114
714,Ele.4,Day,73,AR,AUG,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6054,529,115
714,Ele.4,Day,126,HG,NZ75,100,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3854,529,116
714,Ele.4,Day,290,AR,89 Shiki,100,100,0,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6046,529,117
714,Ele.4,Day,289,AR,R5,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6039,528,118
714,Ele.4,Day,250,HG,HS2000,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3839,527,119
714,Ele.4,Day,274,AR,ACR,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6033,527,120
714,Ele.4,Day,340,AR,TKB-408,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6014,526,121
714,Ele.4,Day,20101,SMG,UMP9 Mod,120,100,0,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7015,526,122
714,Ele.4,Day,1017,HG,Jill Stingray,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3828,526,123
714,Ele.4,Day,1018,HG,Sei Asagiri,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),3827,526,124
714,Ele.4,Day,181,AR,T91,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),6001,525,125
714,Ele.4,Day,27,SMG,Skorpion,100,100,0,10,0,Chip (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (5-Star),5839,525,126
714,Ele.4,Day,106,AR,FAL,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5991,524,127
714,Ele.4,Day,196,AR,Zas M21,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5997,524,128
714,Ele.4,Day,72,AR,TAR-21,100,100,0,10,0,Optical (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5991,524,129
714,Ele.4,Day,260,HG,PA-15,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3808,523,130
714,Ele.4,Day,285,HG,C-93,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3805,523,131
714,Ele.4,Day,1001,HG,Noel,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3805,523,132
714,Ele.4,Day,20063,AR,Gr G3 Mod,120,200,1,10,10,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5969,522,133
714,Ele.4,Day,287,AR,SIG-556,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5968,522,134
714,Ele.4,Day,20061,AR,StG44 Mod,120,100,0,10,10,Red Dot (5-Star),Sp. Eq (Exclusive) (5-Star),Chip (Body) (5-Star),5971,522,135
714,Ele.4,Day,114,HG,Welrod MkⅡ,100,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3798,522,136
714,Ele.4,Day,272,HG,Desert Eagle,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3803,522,137
714,Ele.4,Day,236,AR,K11,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5958,521,138
714,Ele.4,Day,303,HG,HP-35,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3795,521,139
714,Ele.4,Day,119,AR,OTs-14,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5949,520,140
714,Ele.4,Day,129,AR,Type95,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5947,520,141
714,Ele.4,Day,130,AR,Type97,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5943,520,142
714,Ele.4,Day,1029,AR,Agent 416,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5950,520,143
714,Ele.4,Day,66,AR,Type56-1,100,150,1,10,0,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5942,519,144
714,Ele.4,Day,214,AR,ADS,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5932,519,145
714,Ele.4,Day,215,AR,MDR,100,100,0,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5939,519,146
714,Ele.4,Day,20136,SMG,PP-19 Mod,120,200,1,10,10,Chip (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (5-Star),6919,518,147
714,Ele.4,Day,20029,SMG,STEN MkⅡ Mod,120,200,1,10,10,Chip (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (5-Star),6900,517,148
714,Ele.4,Day,20103,SMG,UMP45 Mod,120,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6900,517,149
714,Ele.4,Day,193,AR,T65,100,150,1,10,0,Red Dot (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5913,517,150
714,Ele.4,Day,4,HG,Python,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3762,517,151
714,Ele.4,Day,142,HG,Five-seven,100,100,0,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3757,516,152
714,Ele.4,Day,194,AR,K2,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5908,516,153
714,Ele.4,Day,288,AR,CR-21,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5889,515,154
714,Ele.4,Day,1009,HG,El Clear,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3750,515,155
714,Ele.4,Day,1010,HG,El Fail,100,150,1,10,0,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3750,515,156
714,Ele.4,Day,20002,HG,M1911 Mod,120,100,0,10,10,RMR (Auxiliary Sight) (5-Star),Sp. Eq (Exclusive) (5-Star),T Exo (Body) (5-Star),3747,515,157
714,Ele.4,Day,20005,HG,M1895 Mod,120,100,0,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3749,515,158
714,Ele.4,Day,171,AR,Ribeyrolles,100,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5888,515,159
714,Ele.4,Day,172,AR,Am RFB,100,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5883,514,160
714,Ele.4,Day,175,AR,ART556,100,150,1,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5857,512,161
714,Ele.4,Day,340,AR,TKB-408,100,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Chip (Body) (5-Star),5830,510,162
714,Ele.4,Day,20091,HG,MP-446 Mod,120,100,0,10,10,RMR (Auxiliary Sight) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3705,509,163
